,Name,DateTime,OutcomeType,AnimalType,AgeuponOutcome,Color,Day_of_Week,Hour_0,Hour_12and13,Hour_14and15,Hour_16and19,Hour_17and18,Hour_7and8,Hour_9,Hour_other_time,My_Breeds_Australian Cattle Dog,My_Breeds_Australian Shepherd,My_Breeds_Border Collie,My_Breeds_Boxer,My_Breeds_Bulldog,My_Breeds_Catahoula,My_Breeds_Chihuahua Shorthair,My_Breeds_Dachshund,My_Breeds_Domestic Longhair,My_Breeds_Domestic Medium Hair,My_Breeds_Domestic Shorthair,My_Breeds_German Shepherd,My_Breeds_Husky,My_Breeds_Labrador Retriever,My_Breeds_Miniature Poodle,My_Breeds_Pit Bull,My_Breeds_Rat Terrier,My_Breeds_Rottweiler,My_Breeds_Siamese,My_Breeds_other
5846,0,2015-07-23 17:15:00,Euthanasia,0,1.0,Blue Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7936,1,2015-02-07 17:45:00,Adoption,1,0.08333333333333333,White/Cream,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14639,1,2015-08-09 15:18:00,Transfer,1,1.0,Black/Tan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11957,1,2014-04-06 14:41:00,Transfer,0,2.0,Brown Tabby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10670,1,2014-07-13 12:27:00,Adoption,1,1.0,Black/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
582,1,2015-10-07 12:00:00,Transfer,0,0.3333333333333333,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5524,1,2014-04-28 12:18:00,Return_to_owner,1,1.0,Brown/Tan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17390,1,2015-08-11 16:26:00,Adoption,1,1.0,White/Red Merle,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,0,2014-11-29 14:07:00,Adoption,0,0.25,Black,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6257,1,2015-04-15 13:36:00,Transfer,1,2.0,Tricolor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5187,1,2015-09-09 12:55:00,Transfer,1,1.0,Brown/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26615,1,2015-07-01 14:04:00,Euthanasia,1,0.6666666666666666,White/Brown Brindle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18249,0,2014-10-20 12:23:00,Euthanasia,0,0.3333333333333333,Brown Tabby/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8748,1,2014-12-11 16:38:00,Return_to_owner,1,1.0,Tan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10885,1,2016-02-19 17:02:00,Adoption,1,0.9166666666666666,Yellow/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23789,0,2015-06-06 13:07:00,Transfer,0,2.0,White/Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18135,1,2013-12-23 18:01:00,Adoption,0,0.6666666666666666,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16883,1,2014-01-02 17:13:00,Adoption,1,0.16666666666666666,Red/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22019,1,2015-12-08 16:11:00,Transfer,1,4.0,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17532,1,2013-12-13 13:45:00,Adoption,1,0.9166666666666666,Red,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,0,2013-12-13 11:41:00,Return_to_owner,1,0.07407407407407407,Tricolor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15068,1,2016-02-01 14:53:00,Adoption,0,0.3333333333333333,Brown Tabby/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12052,1,2015-03-27 17:19:00,Adoption,1,2.0,Red/Brown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13294,1,2014-07-04 16:06:00,Adoption,0,0.16666666666666666,Orange Tabby/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25142,1,2015-11-12 18:35:00,Return_to_owner,1,0.08333333333333333,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26127,1,2015-10-31 17:47:00,Adoption,1,1.0,White/Black,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21956,1,2014-07-02 15:08:00,Adoption,1,2.0,Chocolate/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15918,1,2015-05-13 18:06:00,Return_to_owner,0,2.0,Brown Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6556,1,2014-06-14 13:35:00,Return_to_owner,1,11.0,White/Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11846,1,2014-01-08 17:57:00,Return_to_owner,1,2.0,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7295,0,2014-09-29 16:38:00,Adoption,1,0.8333333333333334,Cream,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4993,1,2015-07-02 10:24:00,Transfer,1,0.6666666666666666,Tan/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12389,1,2014-05-05 14:45:00,Euthanasia,1,1.0,White/Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25957,0,2015-04-15 09:00:00,Transfer,0,0.8333333333333334,Orange Tabby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6138,1,2015-12-07 14:37:00,Adoption,0,0.16666666666666666,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,1,2014-08-04 16:57:00,Adoption,0,0.16666666666666666,Torbie/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13268,1,2016-02-13 12:56:00,Adoption,1,0.16666666666666666,Tan/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,1,2014-12-27 13:23:00,Adoption,0,0.3333333333333333,Blue,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23421,1,2015-07-28 13:05:00,Return_to_owner,0,4.0,Tortie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4232,0,2013-11-27 19:20:00,Transfer,0,1.0,Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16650,0,2015-06-04 18:52:00,Transfer,1,0.01643835616438356,Brown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,1,2015-09-05 12:46:00,Adoption,0,0.25,White/Orange Tabby,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13114,1,2014-12-19 09:21:00,Adoption,0,0.16666666666666666,Tortie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8265,1,2014-10-09 15:49:00,Euthanasia,1,1.0,Tan/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21352,1,2015-10-18 17:44:00,Return_to_owner,1,4.0,Chocolate,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18745,1,2015-12-31 13:32:00,Transfer,1,1.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24163,0,2014-05-21 19:43:00,Transfer,0,2.0,Blue/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23888,1,2015-02-23 15:51:00,Adoption,1,1.0,Silver/Tan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13158,1,2014-02-18 14:46:00,Return_to_owner,1,2.0,Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8760,1,2014-08-13 16:07:00,Adoption,1,0.08333333333333333,White/Chocolate,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,1,2013-11-29 12:27:00,Transfer,1,2.0,Blue/Tan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5369,0,2014-12-02 09:00:00,Transfer,0,0.3333333333333333,Black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21300,1,2015-01-04 15:11:00,Adoption,1,0.5,Tan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15827,1,2014-06-13 12:48:00,Euthanasia,1,3.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10619,1,2014-02-05 16:56:00,Return_to_owner,0,3.0,Black/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1945,0,2015-08-07 19:00:00,Adoption,1,0.3333333333333333,Tan/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8852,1,2015-01-18 12:35:00,Return_to_owner,1,6.0,Brown Brindle/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22269,1,2015-10-05 18:04:00,Adoption,1,2.0,Brown Brindle/White,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,1,2014-12-04 12:32:00,Transfer,0,2.0,Calico,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20161,1,2014-09-12 17:57:00,Return_to_owner,1,4.0,Red Tick/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26408,0,2014-12-06 14:17:00,Euthanasia,1,0.25,Tan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3208,1,2015-10-12 13:27:00,Adoption,1,10.0,Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14544,1,2014-08-20 12:15:00,Return_to_owner,1,7.0,White/Brown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22994,1,2014-06-19 14:55:00,Transfer,0,1.0,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7755,1,2015-07-20 18:41:00,Adoption,1,3.0,Black/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24980,1,2013-12-17 17:08:00,Adoption,0,5.0,Brown Tabby/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12930,1,2016-01-17 15:15:00,Return_to_owner,1,1.0,Black/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16378,0,2014-06-13 15:47:00,Transfer,0,0.037037037037037035,Cream Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24901,1,2014-02-03 14:31:00,Transfer,0,0.5833333333333334,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11972,0,2014-06-20 18:28:00,Transfer,0,0.08333333333333333,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
930,1,2014-05-09 13:02:00,Transfer,1,3.0,Black/Tan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9242,1,2015-07-22 12:06:00,Transfer,1,12.0,White/Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4791,0,2015-11-04 19:17:00,Adoption,1,0.16666666666666666,Tan/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11940,1,2014-08-19 18:28:00,Adoption,1,0.4166666666666667,Brown/Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068,1,2014-10-24 12:08:00,Euthanasia,1,8.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23941,1,2016-01-20 18:07:00,Adoption,1,0.4166666666666667,Black/Brown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
376,1,2015-05-26 15:52:00,Adoption,0,10.0,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24937,0,2014-06-01 16:52:00,Euthanasia,0,0.08333333333333333,Black/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4929,0,2013-11-18 15:37:00,Transfer,0,2.0,Torbie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16102,1,2015-07-02 17:25:00,Return_to_owner,1,13.0,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8916,1,2014-07-26 17:31:00,Adoption,0,3.0,Brown Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7584,0,2015-07-18 16:21:00,Adoption,0,0.16666666666666666,Black Smoke/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9205,1,2014-06-21 15:10:00,Return_to_owner,1,2.0,Black/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9986,1,2016-02-12 17:38:00,Adoption,1,3.0,Yellow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19761,1,2015-10-21 13:39:00,Transfer,0,2.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22815,0,2014-04-28 10:43:00,Transfer,0,0.07407407407407407,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,0,2015-10-04 15:02:00,Transfer,0,0.018518518518518517,Black,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16014,1,2015-04-01 13:31:00,Transfer,1,2.0,Gray/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5159,1,2014-08-20 15:38:00,Return_to_owner,0,6.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7401,1,2014-03-07 15:17:00,Adoption,0,2.0,Brown Tabby/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25385,1,2015-11-21 14:18:00,Adoption,1,0.75,Tricolor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5796,1,2016-02-16 17:36:00,Return_to_owner,1,2.0,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19374,1,2014-03-31 18:29:00,Adoption,1,0.16666666666666666,Sable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17604,0,2015-08-28 17:32:00,Adoption,1,0.4166666666666667,Yellow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11540,1,2015-06-22 12:58:00,Transfer,0,0.08333333333333333,Blue Tabby/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1158,1,2015-01-09 13:27:00,Transfer,0,0.16666666666666666,Brown Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,1,2015-05-14 12:07:00,Adoption,1,2.0,Gray/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7980,0,2015-03-11 09:00:00,Transfer,0,1.0,Black/White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5904,1,2015-01-15 15:08:00,Adoption,0,7.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3446,0,2014-04-01 12:41:00,Transfer,0,0.037037037037037035,White/Brown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17969,1,2014-09-17 18:26:00,Adoption,0,0.16666666666666666,Calico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9107,1,2016-01-18 19:15:00,Adoption,0,0.16666666666666666,Brown Tabby/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18988,0,2015-04-21 18:11:00,Transfer,0,0.037037037037037035,White/Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11954,1,2014-05-25 18:06:00,Adoption,0,0.6666666666666666,Lynx Point,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13530,1,2013-11-16 15:07:00,Transfer,1,2.0,Tan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20490,1,2015-07-21 11:51:00,Adoption,1,2.0,Tan/Black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5210,1,2014-11-15 15:08:00,Transfer,1,2.0,Brown/Black,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7823,1,2014-01-22 15:57:00,Adoption,1,1.0,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18203,1,2013-10-12 10:46:00,Return_to_owner,1,1.0,Brown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,1,2014-03-05 18:40:00,Adoption,1,3.0,White/Gray,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1969,1,2013-10-18 15:37:00,Return_to_owner,1,0.5,Tricolor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17263,1,2014-04-28 17:23:00,Return_to_owner,1,3.0,Tricolor,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,1,2015-05-22 19:06:00,Adoption,1,0.75,Brown/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19293,0,2014-01-29 15:10:00,Transfer,1,0.3333333333333333,Brown/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25892,1,2016-02-03 14:55:00,Adoption,1,1.0,White/Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21497,1,2014-11-10 19:40:00,Adoption,0,0.16666666666666666,Brown Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1201,1,2014-08-24 14:01:00,Return_to_owner,1,2.0,Blue/White,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12586,0,2014-10-12 09:00:00,Transfer,0,1.0,Black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8374,1,2016-01-05 18:13:00,Adoption,0,5.0,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,0,2014-10-20 09:00:00,Transfer,0,0.6666666666666666,Black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25164,1,2013-12-13 11:49:00,Transfer,1,2.0,White/Black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15179,0,2014-09-21 15:29:00,Transfer,0,0.05555555555555555,Blue Tabby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20647,1,2015-08-10 13:05:00,Return_to_owner,0,0.4166666666666667,Orange Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6509,1,2015-04-30 13:25:00,Transfer,0,0.6666666666666666,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15818,1,2015-10-24 14:39:00,Return_to_owner,1,14.0,Black/Tan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19685,1,2015-04-30 18:01:00,Adoption,1,0.16666666666666666,Blue/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,1,2015-10-21 13:44:00,Transfer,0,12.0,Blue Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12868,1,2014-07-17 17:01:00,Adoption,1,0.3333333333333333,Brown Brindle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4956,1,2014-12-06 11:22:00,Adoption,1,8.0,Black/Tan,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14680,0,2015-06-09 15:55:00,Transfer,0,0.05555555555555555,Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8994,1,2015-05-03 17:43:00,Adoption,1,1.0,Yellow,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14927,0,2015-08-11 00:00:00,Transfer,0,0.05555555555555555,Brown Tabby,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8433,1,2014-09-15 18:36:00,Return_to_owner,1,2.0,Chocolate/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13170,1,2015-09-09 19:20:00,Transfer,1,2.0,Tan/Silver,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11161,1,2013-11-15 16:17:00,Transfer,1,0.5,White/Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18062,1,2015-06-15 15:42:00,Transfer,0,1.0,Brown Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2268,1,2013-10-28 14:55:00,Euthanasia,1,2.0,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6314,0,2014-05-01 17:21:00,Adoption,1,1.0,Black/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2183,1,2013-11-30 17:30:00,Adoption,1,0.3333333333333333,White/Brown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22356,1,2016-02-17 00:00:00,Transfer,1,2.0,Brown/White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12876,1,2014-05-26 11:16:00,Adoption,0,2.0,Silver Tabby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6196,1,2014-01-06 17:08:00,Adoption,1,1.0,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
